code,lake,trophic_level,taxa,S,SBTI,geometry
18934,Lake Wiritoa,Supertrophic,"Pseudomonas poae, Pseudomonas koreensis, Pseudomonas fluorescens, Aeromonas sobria, Lelliottia amnigena, uncultured bacterium, Sphingomonas insulae, Aeromonas veronii, Pseudomonas yamanorum, uncultured Burkholderiales bacterium, Acinetobacter lwoffii, uncultured Burkholderiales bacterium, Pseudomonas granadensis, Pseudomonas libanensis, Pseudomonas fluorescens, Pseudomonas fluorescens, Pseudomonas marginalis pv. marginalis, Acinetobacter johnsonii, Janthinobacterium agaricidamnosum, Pseudomonas umsongensis, Moraxella osloensis, Pseudomonas umsongensis, Pseudomonas tolaasii, Pseudomonas fluorescens, Pseudomonas fluorescens, Pseudomonas fluorescens, Pseudomonas fluorescens, Pseudomonas fluorescens, Pseudomonas tolaasii, Pseudomonas fluorescens, Pseudomonas syringae, Pseudomonas fluorescens, Bacillus thuringiensis, Bacillus mycoides, Stenotrophomonas rhizophila, Pseudomonas tolaasii, Pseudomonas fluorescens, Pseudomonas graminis, Pseudomonas syringae, Pseudomonas migulae, Janthinobacterium agaricidamnosum, Rhodococcus erythropolis, Pseudomonas fluorescens, Pseudomonas asturiensis, Pseudomonas rhodesiae, Pseudomonas fluorescens, Pseudomonas libanensis, Pseudomonas putida, Janthinobacterium agaricidamnosum, Pseudomonas putida, Pseudomonas migulae, Pseudomonas moraviensis, Pseudomonas viridiflava, Aeromonas caviae",54,5.40706818473025,"c(175.089083, -39.974633)"
18951,Lake Westmere,Supertrophic,"Pseudomonas poae, Brevundimonas vesicularis, Serratia plymuthica, Microcystis aeruginosa, Stenotrophomonas maltophilia, Acinetobacter johnsonii, Aeromonas veronii, Pseudomonas putida, Pseudomonas granadensis, Clostridium puniceum, Pseudomonas libanensis, Pseudomonas fluorescens, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Shewanella putrefaciens, Acinetobacter bouvetii, Pseudomonas umsongensis, Pseudomonas fluorescens, Pseudomonas tolaasii, Acinetobacter johnsonii, Agrobacterium radiobacter, Pseudomonas fulva, Pseudomonas putida",23,5.43209990493167,"c(174.9992, -39.8953)"
195,Lake Nganoke,Supertrophic,"Aeromonas veronii, uncultured Burkholderiales bacterium, Pseudomonas libanensis, Shewanella putrefaciens, Pseudomonas fluorescens, Pseudomonas fluorescens, Enterococcus cecorum, Streptococcus suis",8,5.18412930572359,"c(175.18696, -41.3555)"
21433,Lake Ngakeketo,Eutrophic,"Acinetobacter johnsonii, Aeromonas veronii, uncultured Burkholderiales bacterium, Pseudomonas granadensis, Sphingomonas alpina, Staphylococcus aureus, Janthinobacterium agaricidamnosum, Staphylococcus warneri, Staphylococcus pasteuri, Acinetobacter johnsonii XBB1, Acinetobacter johnsonii, metagenome, Bacillus thuringiensis, Rathayibacter rathayi, Stenotrophomonas maltophilia",15,4.7251093855329,"c(172.7739775, -34.51811622)"
21434,Lake Wai Raupo,Eutrophic,"Lelliottia amnigena, Aeromonas salmonicida, Aeromonas veronii, Pseudomonas granadensis, Clostridium puniceum, Pseudomonas fluorescens, Janthinobacterium agaricidamnosum, Acinetobacter bouvetii, Staphylococcus pasteuri, Acinetobacter johnsonii XBB1, Pseudomonas ficuserectae, Dickeya chrysanthemi, Pseudomonas fulva",13,4.26316269770254,"c(172.7578431, -34.51566858)"
21450,Lake Te Ketekete,Eutrophic,"Aeromonas caviae, Aeromonas salmonicida, Aeromonas veronii, Pseudomonas granadensis, Clostridium puniceum, Pseudomonas fluorescens, Staphylococcus pasteuri, Acinetobacter johnsonii XBB1, Mycoplasma wenyonii, Acinetobacter johnsonii XBB1, Pseudomonas fulva",11,4.62431494261603,"c(172.719112, -34.479392)"
21759,Lake Kapoai,Supertrophic,"Pseudomonas poae, Aeromonas caviae, Microcystis aeruginosa, Microcystis aeruginosa, Acinetobacter johnsonii, Pseudomonas putida, uncultured Burkholderiales bacterium, Acinetobacter lwoffii, Pseudomonas granadensis, Pseudomonas libanensis, Pseudomonas fluorescens, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Acinetobacter baumannii, Acinetobacter bouvetii, Clostridium puniceum, Pseudomonas umsongensis, Exiguobacterium sibiricum 255-15, Pseudomonas fluorescens, Pseudomonas tolaasii, Bacillus thuringiensis, Bacillus licheniformis, Streptococcus sanguinis, Bacillus licheniformis",24,5.19106347012549,"c(173.8328, -36.0455)"
21917,Lake Taharoa,Oligotrophic,"Pseudomonas poae, Brevundimonas vesicularis, Streptococcus salivarius, Acinetobacter johnsonii, Sphingomonas insulae, Acinetobacter johnsonii, Pseudomonas putida, Acinetobacter lwoffii, Pseudomonas granadensis, Acinetobacter guillouiae, Pseudomonas libanensis, Pseudomonas fluorescens, Acinetobacter ursingii, Pseudomonas fluorescens, Sphingomonas alpina, Acinetobacter johnsonii XBB1, Pseudomonas putida, Acinetobacter baumannii, Acinetobacter bouvetii, Staphylococcus warneri, Staphylococcus pasteuri, Moraxella osloensis, Pseudomonas umsongensis, Acinetobacter johnsonii XBB1, Pseudomonas fluorescens, Pseudomonas tolaasii, Staphylococcus epidermidis, Ralstonia insidiosa, Streptococcus salivarius subsp. thermophilus, Acinetobacter johnsonii XBB1, Janthinobacterium agaricidamnosum, Janthinobacterium agaricidamnosum, Klebsiella pneumoniae, Delftia acidovorans, Paracoccus yeei, Bacillus megaterium, Micrococcus luteus",37,2.06509762423973,"c(173.6462167, -35.80788333)"
21926,Lake Waikare,Oligotrophic,"Pseudomonas poae, Brevundimonas vesicularis, Pseudomonas koreensis, Acinetobacter johnsonii, Sphingomonas insulae, Pseudomonas putida, uncultured Burkholderiales bacterium, Acinetobacter lwoffii, Pseudomonas granadensis, Pseudomonas libanensis, Pseudomonas fluorescens, Acinetobacter ursingii, Pseudomonas fluorescens, Sphingomonas alpina, Acinetobacter johnsonii XBB1, Pseudomonas putida, Acinetobacter baumannii, Pseudomonas syringae pv. cerasicola, Acinetobacter bouvetii, Staphylococcus warneri, Pseudomonas umsongensis, Pseudomonas fluorescens, Pseudomonas fluorescens, Klebsiella oxytoca, Pseudomonas fulva, Pseudomonas tolaasii, Enterobacter asburiae, Acinetobacter baumannii, Bacillus thuringiensis, Pseudomonas taetrolens, Janthinobacterium agaricidamnosum",31,2.66069617337278,"c(173.6303, -35.7986)"
22999,Spectacle Lake,Supertrophic,"Aeromonas caviae, Microcystis aeruginosa, Aeromonas veronii",3,5.77142698539778,"c(174.631217, -36.180537)"
23681,Lake Rotoroa,Mesotrophic,"Pseudomonas poae, Clostridium beijerinckii, Pseudomonas koreensis, Aeromonas salmonicida, Acinetobacter johnsonii, Sphingomonas insulae, Acinetobacter johnsonii, Pseudomonas putida, uncultured Burkholderiales bacterium, Acinetobacter lwoffii, Pseudomonas granadensis, Pseudomonas libanensis, Pseudomonas fluorescens, Pseudomonas fluorescens, Sphingomonas alpina, Acinetobacter johnsonii XBB1, Pseudomonas putida, Acinetobacter bouvetii, Moraxella osloensis, Pseudomonas umsongensis, Elizabethkingia miricola, Acinetobacter johnsonii XBB1, Pseudomonas fluorescens, Staphylococcus capitis, Pseudomonas fulva, Pseudomonas tolaasii, Enterobacter asburiae, Bacillus thuringiensis, Acinetobacter johnsonii XBB1, Acinetobacter johnsonii, Acinetobacter bouvetii",31,3.88445644799499,"c(173.1958266, -35.05901108)"
23690,Lake Carrot,Eutrophic,"Aeromonas caviae, Sphingomonas insulae, Sphingomonas alpina, Curtobacterium flaccumfaciens, Enterobacter asburiae",5,4.17121715750736,"c(173.1889745, -35.0214519)"
23691,Lake Ngatu,Mesotrophic,"Pseudomonas poae, Aeromonas caviae, Pseudomonas koreensis, Acinetobacter johnsonii, Acinetobacter johnsonii, Pseudomonas putida, uncultured Burkholderiales bacterium, Acinetobacter lwoffii, Pseudomonas libanensis, Pseudomonas fluorescens, Sphingomonas alpina, Pseudomonas putida, Moraxella osloensis, Pseudomonas fulva, Enterobacter asburiae, Bacillus thuringiensis, Pseudomonas taetrolens",17,3.87412848977206,"c(173.1982987, -35.0355278)"
24415,Lake Waiporohita,Eutrophic,"Pseudomonas poae, Clostridium beijerinckii, Microcystis aeruginosa, Lelliottia amnigena, Aeromonas salmonicida, Acinetobacter johnsonii, Acinetobacter lwoffii, Pseudomonas granadensis, Pseudomonas fluorescens, Pseudomonas putida, Enterobacter cloacae, Enterobacter asburiae, Bacillus thuringiensis",13,4.82808055803849,"c(173.3482167, -34.90133333)"
24423,Lake 24423,Eutrophic,"Clostridium beijerinckii, Clostridium puniceum, Pseudomonas libanensis, Pseudomonas fluorescens, Pseudomonas umsongensis, Pseudomonas tolaasii",6,4.09747655030916,"c(173.3201327, -34.87172436)"
24511,Lake Waihopo,Eutrophic,"Aeromonas caviae, Clostridium beijerinckii, Sphingomonas insulae, Pseudomonas putida, Pantoea ananatis, Yersinia aleksiciae, Pseudomonas syringae pv. cerasicola, Enterobacter asburiae, Bacillus thuringiensis, Gemella sanguinis",10,4.72742120361034,"c(173.0427591, -34.75584908)"
24620,Lake Wahakari,Mesotrophic,"Acinetobacter johnsonii, Acinetobacter johnsonii, Pseudomonas putida, Pseudomonas umsongensis, Staphylococcus warneri, Peptostreptococcus stomatis, Pseudomonas fulva, Citrobacter braakii, Bacillus cereus, Aerococcus viridans",10,3.18377237963203,"c(172.92877, -34.65289)"
24621,Lake Kihona,NA,"Aeromonas caviae, Clostridium beijerinckii, Pseudomonas koreensis, Lelliottia amnigena, Sphingomonas insulae, uncultured Burkholderiales bacterium, uncultured Burkholderiales bacterium, Pseudomonas granadensis, Sphingomonas alpina, Pseudomonas putida, Clostridium puniceum, Moraxella osloensis, Elizabethkingia miricola, Curtobacterium flaccumfaciens, Klebsiella oxytoca, Pseudomonas tolaasii, Hafnia alvei, Hafnia alvei, Pseudomonas taetrolens, Shewanella putrefaciens, Klebsiella pneumoniae",21,NA,"c(172.90179, -34.62882)"
24628,Lake Morehurehu,Mesotrophic,"Pseudomonas koreensis, Acinetobacter johnsonii, Pseudomonas putida, Acinetobacter lwoffii, Pseudomonas granadensis, Pseudomonas fluorescens, Pseudomonas putida, Shewanella putrefaciens, Janthinobacterium agaricidamnosum, Acinetobacter bouvetii, Streptococcus mitis, Pseudomonas fulva, Acinetobacter johnsonii",13,3.18616859743346,"c(172.9973286, -34.64216655)"
24633,Lake Te Kahika,Oligotrophic,"Clostridium beijerinckii, Acinetobacter johnsonii, Pseudomonas putida, uncultured Burkholderiales bacterium, Pseudomonas granadensis, Pseudomonas libanensis, Pseudomonas putida, Acinetobacter bouvetii, Bacillus thuringiensis, Mycobacterium marinum",10,2.67332013236609,"c(173.0010867, -34.62373575)"
24701,Lake Peel,Mesotrophic,"Aeromonas salmonicida, Acinetobacter johnsonii, Sphingomonas insulae, uncultured Rickettsiales bacterium, Acinetobacter lwoffii, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Pseudomonas tolaasii, Pseudomonas stutzeri",9,3.07212876794341,"c(172.6023813, -41.14594649)"
24960,Lake Lockett,Microtrophic,"uncultured Rickettsiales bacterium, Sphingomonas insulae, Mycoplasma wenyonii str. Massachusetts, Dolosigranulum pigrum",4,1.76518773779796,"c(172.625535, -41.080595)"
25044,Lake Chalice,Mesotrophic,"Raoultella ornithinolytica, uncultured Rickettsiales bacterium, Pseudomonas koreensis, uncultured Burkholderiales bacterium, uncultured bacterium, Aeromonas salmonicida, Sphingomonas insulae, Acinetobacter johnsonii, Pseudomonas putida, Acinetobacter lwoffii, uncultured Burkholderiales bacterium, Pseudomonas granadensis, Clostridium puniceum, Pseudomonas libanensis, Pseudomonas fluorescens, Pseudomonas fluorescens, Sphingomonas alpina, Pseudomonas putida, Acinetobacter baumannii, Pseudomonas marginalis pv. marginalis, Pseudomonas umsongensis, Pseudomonas umsongensis, Exiguobacterium sibiricum 255-15, Curtobacterium flaccumfaciens, Pseudomonas fluorescens, Chryseobacterium indologenes, Pseudomonas putida, Pseudomonas fluorescens, Sphingomonas paucimobilis, Pseudomonas brassicacearum, Pseudomonas tolaasii, Mycobacterium rhodesiae, Exiguobacterium sibiricum, Staphylococcus epidermidis, Pseudomonas fluorescens, Afipia broomeae, Bacillus thuringiensis, Bacillus mycoides, Mycobacterium litorale, Pseudomonas plecoglossicida, Pseudomonas migulae, Janthinobacterium agaricidamnosum, Pseudomonas fluorescens, Pseudomonas fulva, Pseudomonas graminis, Hafnia alvei, Rhodococcus fascians, Pseudomonas migulae, Streptomyces pratensis, Pseudomonas taetrolens, Pseudomonas rhodesiae, Pseudomonas fluorescens, Pseudomonas putida, Pseudomonas putida, Pseudomonas fluorescens, Mycobacterium rhodesiae, Pseudomonas migulae, Sphingomonas wittichii RW1, Mycobacterium vanbaalenii, Streptomyces albidoflavus, Pseudomonas frederiksbergensis, Pseudomonas synxantha, Mycobacterium iranicum, Pseudomonas mandelii, Mycobacterium vaccae, Mycobacterium chubuense",66,3.61094530171248,"c(173.3028526, -41.5728685)"
25248,Long White Lagoon,Supertrophic,"Pseudomonas poae, Acinetobacter johnsonii, Pseudomonas putida, Acinetobacter lwoffii, Pseudomonas libanensis, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Acinetobacter johnsonii, Pseudomonas umsongensis, Acinetobacter bouvetii, Pseudomonas umsongensis, Exiguobacterium sibiricum 255-15, Pseudomonas fluorescens, Pseudomonas putida, Pseudomonas fluorescens, Pseudomonas fulva, Pseudomonas tolaasii, Acinetobacter johnsonii, Acinetobacter johnsonii CIP 64.6, Bacillus mycoides, Acinetobacter lwoffii, Pseudomonas fluorescens, Pseudomonas fulva, Pseudomonas migulae, Pseudomonas fluorescens, Pseudomonas fluorescens, Pseudomonas fluorescens",27,5.55814529852679,"c(168.1644, -46.356922)"
25519,Lake Otuhie,Eutrophic,"uncultured Rickettsiales bacterium, uncultured bacterium, uncultured Burkholderiales bacterium, Bacillus thuringiensis",4,4.1208524009122,"c(172.4186667, -40.68641667)"
25748,Lake Mangarakau,Mesotrophic,"uncultured bacterium, Sphingomonas insulae, Pseudomonas putida, uncultured Rickettsiales bacterium, uncultured Burkholderiales bacterium, Shewanella putrefaciens, Pseudomonas fulva",7,3.59194862391965,"c(172.4836772, -40.64985088)"
25789,Lake Kaihoka 1,NA,Aeromonas veronii,1,NA,"c(172.5987, -40.55388333)"
25790,Lake Kaihoka 2,Mesotrophic,"Serratia plymuthica, Serratia plymuthica",2,3.80765184188412,"c(172.6022, -40.55473333)"
25972,Mata Kopae Lagoon,Supertrophic,"Pseudomonas poae, Aeromonas salmonicida, Aeromonas veronii, Pseudomonas fluorescens, Pseudomonas umsongensis, Pseudomonas fluorescens",6,5.27457573763939,"c(173.26974, -42.78007)"
25994,Lake Rotorua,Hypertrophic,"Pseudomonas poae, Aeromonas caviae, Pseudomonas koreensis, Pseudomonas fluorescens, Microcystis aeruginosa, Aeromonas sobria, Microcystis aeruginosa, uncultured bacterium, Aeromonas salmonicida, Acinetobacter johnsonii, Sphingomonas insulae, Acinetobacter johnsonii, Aeromonas veronii, Pseudomonas yamanorum, Pseudomonas putida, uncultured Burkholderiales bacterium, Acinetobacter lwoffii, uncultured Burkholderiales bacterium, Pseudomonas granadensis, Pseudomonas libanensis, Pseudomonas fluorescens, Pseudomonas fluorescens, Pseudomonas putida, Acinetobacter baumannii, Pseudomonas marginalis pv. marginalis, Janthinobacterium agaricidamnosum, Pseudomonas umsongensis, Pseudomonas umsongensis, Aeromonas veronii, Exiguobacterium sibiricum 255-15, Pseudomonas fluorescens, Pseudomonas putida, Pseudomonas fluorescens, Pseudomonas tolaasii, Mycobacterium rhodesiae, Exiguobacterium sibiricum, Pseudomonas fluorescens, Bacillus mycoides, Citrobacter freundii, Acinetobacter lwoffii, Stenotrophomonas rhizophila, Pseudomonas plecoglossicida, Pseudomonas fluorescens, Pseudomonas fulva, Aeromonas veronii bv. sobria, Pseudomonas migulae, Aeromonas encheleia, Pseudomonas taetrolens, Pseudomonas putida, Pseudomonas rhodesiae, Pseudomonas fluorescens, Streptococcus sanguinis, Pseudomonas putida, Pseudomonas putida, Pseudomonas fluorescens, Aeromonas hydrophila, Pseudomonas migulae, Pseudomonas putida, Pseudomonas synxantha, Citrobacter braakii, Klebsiella oxytoca",61,6.25618359676609,"c(173.581394, -42.404092)"
26277,Lake Horsehoe,Eutrophic,"Raoultella ornithinolytica, Pseudomonas poae, Aeromonas caviae, Rahnella aquatilis, Pseudomonas koreensis, Pseudomonas fluorescens, Aeromonas sobria, Lelliottia amnigena, uncultured bacterium, Aeromonas salmonicida, Sphingomonas insulae, Acinetobacter johnsonii, Aeromonas veronii, Pseudomonas yamanorum, Pseudomonas putida, uncultured Rickettsiales bacterium, uncultured Burkholderiales bacterium, uncultured Burkholderiales bacterium, Pseudomonas granadensis, Pseudomonas libanensis, Pseudomonas fluorescens, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Pseudomonas putida, Shewanella putrefaciens, Pseudomonas marginalis pv. marginalis, Janthinobacterium agaricidamnosum, Pseudomonas umsongensis, Acinetobacter bouvetii, Staphylococcus warneri, Pseudomonas umsongensis, Exiguobacterium sibiricum 255-15, Pseudomonas tolaasii, Pseudomonas fluorescens, Pseudomonas fluorescens, Chryseobacterium indologenes, Pseudomonas putida, Acinetobacter haemolyticus, Pseudomonas fluorescens, Serratia proteamaculans, Klebsiella oxytoca, Serratia fonticola, Pseudomonas fluorescens, Pseudomonas tolaasii, Enterobacter asburiae, Erwinia billingiae, Pseudomonas fluorescens, Bacillus thuringiensis, Acinetobacter lwoffii, Pseudomonas plecoglossicida, Pseudomonas tolaasii, Pseudomonas migulae, Janthinobacterium agaricidamnosum, Pseudomonas fluorescens, Pseudomonas fulva, Aeromonas veronii bv. sobria, Erwinia rhapontici, Pseudomonas graminis, Hafnia alvei, Pseudomonas syringae, Serratia liquefaciens, Pseudomonas putida, Pseudomonas migulae, Aeromonas encheleia, Pseudomonas fragi, Pseudomonas taetrolens, Pseudomonas cannabina, Pseudomonas putida, Pseudomonas fluorescens, Serratia proteamaculans, Janthinobacterium agaricidamnosum, Pseudomonas fluorescens, Shewanella putrefaciens, Pseudomonas putida, Sphingomonas koreensis, Pseudomonas putida, Pseudomonas putida, Pseudomonas fluorescens, Klebsiella aerogenes, Aeromonas hydrophila, Pseudomonas migulae, Pseudomonas putida, Pectobacterium carotovorum, Pseudomonas migulae, Pseudomonas moraviensis, Aeromonas caviae, Rahnella aquatilis, Bacillus megaterium, Pseudomonas synxantha, Pseudomonas cichorii, Aeromonas rivipollensis, Pseudomonas mandelii, Empedobacter brevis, Hafnia paralvei, Lysinibacillus sphaericus, Raoultella ornithinolytica",96,4.73880459032424,"c(172.2321277, -42.6780261)"
27286,Lake McRae,Oligotrophic,"uncultured Rickettsiales bacterium, Streptococcus salivarius, Lelliottia amnigena, Aeromonas salmonicida, Sphingomonas insulae, Pseudomonas putida, uncultured Rickettsiales bacterium, Acinetobacter lwoffii, Pseudomonas granadensis, Pseudomonas libanensis, Pseudomonas fluorescens, Pseudomonas fluorescens, Acinetobacter baumannii, Pseudomonas marginalis pv. marginalis, Janthinobacterium agaricidamnosum, Pseudomonas umsongensis, Pseudomonas umsongensis, Exiguobacterium sibiricum 255-15, Pseudomonas fluorescens, Pseudomonas putida, Pseudomonas fluorescens, Serratia proteamaculans, Sphingomonas paucimobilis, Pseudomonas fluorescens, Pseudomonas tolaasii, Exiguobacterium sibiricum, Staphylococcus epidermidis, Pseudomonas fluorescens, Bacillus mycoides, Pseudomonas fluorescens, Pseudomonas fulva, Rhodococcus fascians, Pseudomonas migulae, Pseudomonas cannabina, Pseudomonas fluorescens, Pseudomonas putida, Agrobacterium radiobacter, Microbacterium oxydans, Pseudomonas moraviensis, Pantoea agglomerans, Microbacterium oxydans",41,2.54623863967869,"c(173.3315873, -42.1834685)"
29073,Lake Hay,Oligotrophic,"Acinetobacter johnsonii, Sphingomonas insulae, Acinetobacter johnsonii, Pseudomonas putida, Acinetobacter lwoffii, Pseudomonas libanensis, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Acinetobacter baumannii, Acinetobacter johnsonii, Janthinobacterium agaricidamnosum, Acinetobacter bouvetii, Moraxella osloensis, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Pseudomonas fulva, Pseudomonas tolaasii, Acinetobacter johnsonii, Acinetobacter johnsonii CIP 64.6, Comamonas testosteroni, Bacillus mycoides, Acinetobacter johnsonii, Acinetobacter johnsonii XBB1, Acinetobacter bouvetii, Pseudomonas fulva, Pseudomonas putida, Acinetobacter gyllenbergii",27,2.15266688737486,"c(167.0479568, -45.80654863)"
29250,Lake Island,Oligotrophic,"Pseudomonas poae, Aeromonas sobria, Acinetobacter johnsonii, Sphingomonas insulae, Acinetobacter johnsonii, Pseudomonas putida, Acinetobacter lwoffii, Pseudomonas libanensis, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Acinetobacter baumannii, Acinetobacter johnsonii, Acinetobacter bouvetii, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Pseudomonas fulva, Acinetobacter johnsonii, Staphylococcus epidermidis, Bacillus mycoides, Acinetobacter johnsonii, Acinetobacter johnsonii XBB1, Acinetobacter bouvetii, Pseudomonas putida, Pantoea agglomerans, Stenotrophomonas maltophilia",25,2.47500730758352,"c(167.36506, -45.778676)"
29596,Lake Roe,Microtrophic,"uncultured Rickettsiales bacterium, Acinetobacter johnsonii, Sphingomonas insulae, Acinetobacter johnsonii, Pseudomonas putida, Acinetobacter lwoffii, Pseudomonas libanensis, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Acinetobacter baumannii, Acinetobacter johnsonii, Janthinobacterium agaricidamnosum, Acinetobacter bouvetii, Moraxella osloensis, Clostridium estertheticum subsp. laramiense, Acinetobacter johnsonii XBB1, Pseudomonas fulva, Pseudomonas tolaasii, Mycobacterium rhodesiae, Acinetobacter johnsonii, Afipia broomeae, Comamonas testosteroni, Bacillus mycoides, Ralstonia insidiosa, Acinetobacter johnsonii, Acinetobacter johnsonii XBB1, Acinetobacter bouvetii, Pseudomonas fulva, Pseudomonas putida, Acinetobacter gyllenbergii, Stenotrophomonas maltophilia, Yersinia kristensenii",32,1.92670859503343,"c(167.15235, -45.70735)"
29614,Lake Bright,Oligotrophic,"uncultured Rickettsiales bacterium, Aeromonas sobria, Acinetobacter johnsonii, Sphingomonas insulae, Acinetobacter johnsonii, Pseudomonas putida, Acinetobacter lwoffii, Pseudomonas libanensis, Pseudomonas fluorescens, Acinetobacter johnsonii, Janthinobacterium agaricidamnosum, Acinetobacter bouvetii, Pseudomonas fluorescens, Pseudomonas fulva, Pseudomonas tolaasii, Mycobacterium rhodesiae, Acinetobacter johnsonii, Acinetobacter bouvetii, Pseudomonas fulva, Acinetobacter gyllenbergii",20,2.37735961795775,"c(167.1429, -45.6918)"
29917,Lake Pyramid,Microtrophic,"Acinetobacter johnsonii, Sphingomonas insulae, Acinetobacter johnsonii, Pseudomonas putida, Acinetobacter lwoffii, Acinetobacter johnsonii XBB1, Acinetobacter baumannii, Acinetobacter johnsonii, Acinetobacter bouvetii, Streptococcus mitis, Acinetobacter johnsonii XBB1, Acinetobacter johnsonii, Acinetobacter johnsonii CIP 64.6, Bacillus mycoides, Acinetobacter johnsonii, Pseudomonas putida, Acinetobacter johnsonii XBB1, Acinetobacter bouvetii, Pseudomonas fulva, Pseudomonas putida, Cutibacterium granulosum",21,1.93367870607029,"c(167.36458, -45.74852)"
30380,Lake Rakatu,Mesotrophic,"Aeromonas caviae, Acinetobacter johnsonii, Acinetobacter johnsonii XBB1, Acinetobacter johnsonii CIP 64.6",4,3.0264233622475,"c(167.592766, -45.626233)"
36096,Lake Oingo,Supertrophic,"Microcystis aeruginosa, Aeromonas sobria, Microcystis aeruginosa, Sphingomonas insulae, Acinetobacter johnsonii, Pseudomonas putida, Acinetobacter johnsonii XBB1, Shewanella putrefaciens, Acinetobacter bouvetii, Acinetobacter johnsonii, Pseudomonas fluorescens",11,5.72969583402215,"c(176.751942, -39.56655206)"
36215,Lake Runanga,Hypertrophic,"Microcystis aeruginosa, Aeromonas sobria, Microcystis aeruginosa, Acinetobacter johnsonii, Pseudomonas putida, Shewanella putrefaciens, Acinetobacter bouvetii, Klebsiella oxytoca",8,6.38132981772723,"c(176.71019, -39.58353)"
36285,Lake Hurimoana,Supertrophic,"Microcystis aeruginosa, Aeromonas sobria, Microcystis aeruginosa, Clostridium puniceum, Hafnia paralvei, Hafnia alvei",6,5.86977480632863,"c(176.7196, -39.55341)"
36314,Lake Kautuku,Supertrophic,"Microcystis aeruginosa, Microcystis aeruginosa, Aeromonas veronii, Pseudomonas granadensis, Pseudomonas fluorescens, Sphingomonas alpina, Acinetobacter bouvetii",7,5.88136492276125,"c(176.73385, -39.5713)"
36981,Lake Tutira,Eutrophic,"Brevundimonas vesicularis, Aeromonas sobria, Serratia plymuthica, Pseudomonas granadensis, Serratia plymuthica, Klebsiella oxytoca",6,4.93414680693431,"c(176.8982, -39.22501)"
37530,Lake Rotoroa,Eutrophic,"uncultured Rickettsiales bacterium, Streptococcus salivarius, Sphingomonas insulae, Rothia kristinae",4,4.46748892131906,"c(177.02917, -38.94735)"
37534,Lake Rotonuiaha,Supertrophic,"Aeromonas sobria, Serratia plymuthica",2,5.32176780244989,"c(177.03864, -38.94828)"
38421,Lake Mahinapua,Oligotrophic,"Elizabethkingia meningoseptica, Aeromonas salmonicida, Pseudomonas fluorescens, Yersinia pseudotuberculosis, Staphylococcus warneri",5,2.84196603564427,"c(170.911996, -42.797423)"
38664,Lake Kangaroo,Oligotrophic,"Sphingomonas insulae, Clostridium puniceum, Escherichia coli",3,2.99452289018132,"c(171.548966, -42.609279)"
38665,Lake Lady,Mesotrophic,"Aeromonas caviae, Lelliottia amnigena, Acinetobacter johnsonii, Sphingomonas insulae, Pseudomonas putida, Acinetobacter lwoffii, Sphingomonas alpina, Acinetobacter bouvetii, Acinetobacter calcoaceticus, Exiguobacterium sibiricum, Bacillus mycoides, Acinetobacter bouvetii, Aeromonas hydrophila",13,3.53698643603133,"c(171.573715, -42.599533)"
38955,Lake Poerua,Oligotrophic,"Aeromonas caviae, Klebsiella aerogenes, Acinetobacter johnsonii, Sphingomonas insulae",4,2.30119258873239,"c(171.49495, -42.704272)"
39050,Lake Kaurapataka,Mesotrophic,"Pseudomonas koreensis, Aeromonas sobria, uncultured bacterium, Aeromonas salmonicida, Pseudomonas putida, uncultured Burkholderiales bacterium, Pseudomonas fluorescens, Enterobacter asburiae, Pseudomonas alcaliphila, Pseudomonas plecoglossicida, Pseudomonas fulva, Veillonella parvula, Pseudomonas putida",13,3.76205322374284,"c(171.698698, -42.786072)"
39191,Lake Morgan,Oligotrophic,"Sphingomonas insulae, uncultured Burkholderiales bacterium, Serratia liquefaciens, Sphingomonas alpina, Streptococcus mitis, Escherichia coli, Staphylococcus epidermidis, Staphylococcus hominis",8,2.38175410475708,"c(171.707152, -42.676748)"
39225,Lake Haupiri,Mesotrophic,"Enterococcus durans, Escherichia coli, Acinetobacter lwoffii",3,3.54581531920904,"c(171.692006, -42.567542)"
